claim_id,equipment_id,dispatch_id,part_id,claim_date,claim_amount,approved_amount,status,denial_reason,claim_notes
CLM-9672,EQ-6261,DISP-14521,,2021/11/28,3217.31,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9001,EQ-5376,,PRT-2070,2024-04-11,576.2,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2070 under equipment warranty.
CLM-9104,EQ-6822,,,2022/11/18,1564.1,1564.1,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9096,EQ-6477,DISP-13074,PRT-2052,2023-04-04,391.85,391.85,APPROVED,N/A,Claim for replacement part PRT-2052 under equipment warranty.
CLM-9219,EQ-7108,DISP-11089,,06-24-2023,2844.57,0.0,Rejected,<html><body>Warranty expired prior to claim date</body></html>,Claim for replacement part N/A under equipment warranty.
CLM-10090,EQ-6930,DISP-13630,PRT-2069,09/27/2022,3872.71,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2069 under equipment warranty.
CLM-9138,EQ-6610,DISP-13575,,2021/12/24,4655.43,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9810,EQ-6313,DISP-14374,PRT-2017,2024/05/15,806.71,806.71,Approved,N/A,Claim for replacement part PRT-2017 under equipment warranty.
CLM-9226,EQ-6513,DISP-10918,PRT-2087,2021-07-22T00:00:00Z,2801.13,2801.13,APPROVED,N/A,Claim for replacement part PRT-2087 under equipment warranty.
CLM-10081,EQ-5219,,,2023-10-16T00:00:00Z,1474.53,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9193,EQ-7165,DISP-12134,PRT-2057,2024-08-06T00:00:00Z,1228.66,1228.66,Approved,N/A,Claim for replacement part PRT-2057 under equipment warranty.
CLM-9771,EQ-6745,DISP-14802,PRT-2129,2023-01-04,3539.83,3539.83,APPROVED,N/A,   Claim for replacement part PRT-2129 under equipment warranty.
CLM-9463,EQ-6340,DISP-12986,,02/05/2024,4573.85,4573.85,Approved,<b>N/A</b>,Claim for replacement part N/A under equipment warranty.
CLM-9873,EQ-7079,DISP-11796,PRT-2028,03/24/2023,1157.74,NULL,Under Review,,  Claim for replacement part PRT-2028 under equipment warranty.  
CLM-9555,EQ-5245,DISP-13367,PRT-2021,2024-01-04T00:00:00Z,1029.66,698.42,APPROVED,N/A,Claim for replacement part PRT-2021 under equipment warranty.
CLM-9049,EQ-5102,DISP-12426,PRT-2049,2021-09-08T00:00:00Z,580.08,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2049 under equipment warranty.
CLM-10176,EQ-6839,   ,PRT-2104,2024-02-10,3102.61,2078.35,Approved,N/A,Claim for replacement part PRT-2104 under equipment warranty.
CLM-9430,EQ-6846,DISP-12207,PRT-2101,03-30-2022,636.65,388.64,Approved,N/A,Claim for replacement part PRT-2101 under equipment warranty.
CLM-10060,EQ-6969,DISP-11862,PRT-2035,2024-03-30T00:00:00Z,4424.83,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2035 under equipment warranty.
CLM-9431,EQ-5886,DISP-12069,PRT-2067,03/24/2022,2753.45,2753.45,APPROVED,N/A,Claim for replacement part PRT-2067 under equipment warranty.
CLM-9582,EQ-5766,,,12/09/2022,2260.36,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-10113,EQ-5037,DISP-10977,,09-04-2023,4745.89,NULL,Under Review,<html><body></body></html>,Claim   for   replacement   part   N/A   under   equipment   warranty.
CLM-9705,EQ-5889,DISP-10416,PRT-2052,09/07/2021,619.41,NULL,Pending,,Claim for replacement part PRT-2052 under equipment warranty.
CLM-9356,EQ-6852,DISP-12303,PRT-2046,07-27-2022,3327.47,3327.47,APPROVED,N/A,Claim for replacement part PRT-2046 under equipment warranty.
CLM-9198,EQ-5692,DISP-13688,PRT-2138,12/11/2023,4068.19,NULL,Pending,,Claim for replacement part PRT-2138 under equipment warranty.
CLM-9919,EQ-5371,DISP-10449,PRT-2079,2023-10-05T00:00:00Z,4654.45,4654.45,APPROVED,N/A,Claim for replacement part PRT-2079 under equipment warranty.  
CLM-9691,EQ-7199,DISP-11464,PRT-2017,2022-08-13,1960.99,1960.99,APPROVED,N/A,Claim for replacement part PRT-2017 under equipment warranty.
CLM-9171,EQ-5909,,,01/21/2024,365.02,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part N/A under equipment warranty.
CLM-9227,EQ-6192,DISP-11230,PRT-2100,2022-04-04,273.33,NULL,Under Review,,Claim for replacement part PRT-2100 under equipment warranty.
CLM-10044,EQ-6832,DISP-10786,PRT-2066,2022/07/27,941.81,941.81,APPROVED,N/A,Claim for replacement part PRT-2066 under equipment warranty.
CLM-9568,EQ-5764,,,11/01/2021,992.01,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9596,EQ-6671,DISP-10044,PRT-2014,09-14-2021,4283.36,4283.36,APPROVED,N/A,Claim for replacement part PRT-2014 under equipment warranty.
CLM-9975,EQ-5903,DISP-10986,,02/18/2022,3853.6,3853.6,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9362,EQ-5748,,PRT-2020,2021-07-06,3276.51,0.0,Under Review,Warranty expired prior to claim date,   Claim for replacement part PRT-2020 under equipment warranty.
CLM-9518,EQ-5477,DISP-10436,PRT-2055,07/08/2022,834.82,NULL,Pending,,Claim for replacement part PRT-2055 under equipment warranty.
CLM-9743,EQ-5657,DISP-11369,,07-05-2024,2780.64,2780.64,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9680,EQ-7059,DISP-14070,,2021/08/20,671.5,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9684,EQ-5188,DISP-12027,,12/24/2022,4079.46,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9427,EQ-5295,DISP-14477,PRT-2100,11/27/2023,4736.38,NULL,Under Review,,   Claim for replacement part PRT-2100 under equipment warranty.
CLM-9093,EQ-5693,,PRT-2045,03/14/2023,644.42,NULL,Pending,,Claim for replacement part PRT-2045 under equipment warranty.
CLM-9926,EQ-5171,,PRT-2110,01-24-2024,4693.29,4693.29,Approved,N/A,Claim for replacement part PRT-2110 under equipment warranty.
CLM-9132,EQ-6313,DISP-14714,,2021-08-11T00:00:00Z,1531.14,1531.14,APPROVED,N/A,   Claim for replacement part N/A under equipment warranty.
CLM-10024,EQ-6903,DISP-14412,,2022-07-31T00:00:00Z,4560.49,0.0,Rejected,Unauthorized modification detected,Claim for replacement part N/A under equipment warranty.
CLM-10003,EQ-7006,,,06-08-2023,1254.31,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-10066,EQ-6769,DISP-10353,PRT-2084,2024-04-03,715.45,368.78,APPROVED,N/A,Claim   for   replacement   part   PRT-2084   under   equipment   warranty.
CLM-9121,EQ-6783,DISP-13118,PRT-2070,07/17/2023,2897.1,2897.1,APPROVED,N/A,Claim for replacement part PRT-2070 under equipment warranty.
CLM-9877,EQ-5226,,PRT-2012,2021/11/01,3973.43,3973.43,APPROVED,N/A,Claim for replacement part PRT-2012 under equipment warranty.
CLM-10115,EQ-5116,DISP-12750,,2022-12-10,299.35,NULL,Pending,,Claim   for   replacement   part   N/A   under   equipment   warranty.
CLM-9371,EQ-6716,,PRT-2037,07-24-2023,3710.92,NULL,Pending,,Claim for replacement part PRT-2037 under equipment warranty.
CLM-9682,EQ-5760,DISP-12758,PRT-2096,2021/09/07,3575.36,3575.36,APPROVED,N/A,Claim for replacement part PRT-2096 under equipment warranty.
CLM-9271,EQ-6389,DISP-10883,PRT-2144,2024-05-09T00:00:00Z,4075.84,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2144 under equipment warranty.
CLM-9866,EQ-7312,DISP-13657,,06/11/2022,1908.38,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9773,EQ-6692,,PRT-2109,2023/03/15,1235.94,NULL,Pending,,Claim for replacement part PRT-2109 under equipment warranty.
CLM-9688,EQ-5224,DISP-13057,PRT-2041,2021-12-29T00:00:00Z,1697.58,NULL,Under Review,,Claim for replacement part PRT-2041 under equipment warranty.
CLM-9004,EQ-5932,,PRT-2058,08/13/2024,679.82,NULL,Pending,,Claim for replacement part PRT-2058 under equipment warranty.
CLM-9900,EQ-5784,DISP-14277,,10/15/2022,4261.3,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part N/A under equipment warranty.
CLM-10112,EQ-6466,DISP-13659,PRT-2140,05-21-2024,2280.27,2280.27,APPROVED,N/A,Claim for replacement part PRT-2140 under equipment warranty.
CLM-10131,EQ-5822,DISP-14885,,2021-10-10,2686.23,2686.23,Under Review,<html><body>N/A</body></html>,Claim for replacement part N/A under equipment warranty.  
CLM-9277,EQ-6879,DISP-12210,PRT-2018,2022/05/18,1313.66,NULL,Under Review,,Claim for replacement part PRT-2018 under equipment warranty.
CLM-9990,EQ-7017,DISP-13122,PRT-2112,07/02/2024,3360.98,0.0,Rejected,Improper installation by non-certified party,  Claim for replacement part PRT-2112 under equipment warranty.  
CLM-9224,EQ-6846,DISP-13952,PRT-2055,01/02/2023,3375.66,NULL,Under Review,,Claim for replacement part PRT-2055 under equipment warranty.
CLM-10034,EQ-6928,DISP-14222,,11-21-2022,4002.08,0.0,Rejected,<html><body>Normal wear and tear excluded</body></html>,Claim for replacement part N/A under equipment warranty.
CLM-9738,EQ-5010,DISP-13908,PRT-2112,07-28-2022,4022.29,0.0,Rejected,Unauthorized modification detected,Claim   for   replacement   part   PRT-2112   under   equipment   warranty.
CLM-10010,EQ-7192,DISP-10244,PRT-2124,08/02/2022,2203.75,NULL,Under Review,,Claim for replacement part PRT-2124 under equipment warranty.
CLM-9341,EQ-5841,DISP-12363,PRT-2082,2021-09-20,953.62,NULL,Under Review,,Claim for replacement part PRT-2082 under equipment warranty.
CLM-9891,EQ-5426,DISP-14404,,11/15/2023,738.53,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-10175,EQ-7247,DISP-11311,PRT-2003,2021/08/17,2471.09,NULL,Under Review,,Claim for replacement part PRT-2003 under equipment warranty.
CLM-9533,EQ-6111,DISP-11069,PRT-2005,2023-01-15,4255.42,0.0,Rejected,Unauthorized modification detected,   Claim for replacement part PRT-2005 under equipment warranty.
CLM-9034,EQ-6721,DISP-14365,PRT-2142,2021-12-23,1048.82,NULL,Pending,,Claim for replacement part PRT-2142 under equipment warranty.
CLM-9794,EQ-6614,DISP-12386,PRT-2108,04/10/2022,1184.65,1184.65,Approved,N/A,Claim for replacement part PRT-2108 under equipment warranty.
CLM-9720,EQ-5743,,PRT-2051,2021-12-30T00:00:00Z,2078.49,NULL,Pending,,Claim for replacement part PRT-2051 under equipment warranty.
CLM-9530,EQ-5603,DISP-14588,PRT-2148,2024-05-28,479.36,479.36,Approved,<strong>N/A</strong>,Claim for replacement part PRT-2148 under equipment warranty.
CLM-9339,EQ-6403,DISP-12218,PRT-2087,2024-06-27T00:00:00Z,2649.2,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2087 under equipment warranty.
CLM-9863,EQ-7341,DISP-10199,PRT-2068,2021-09-07,3954.53,NULL,Pending,<html><body></body></html>,Claim for replacement part PRT-2068 under equipment warranty.
CLM-9324,EQ-5090,DISP-11297,PRT-2081,10/23/2023,2202.37,2202.37,APPROVED,N/A,Claim for replacement part PRT-2081 under equipment warranty.
CLM-10035,EQ-7106,DISP-11403,PRT-2023,06/26/2022,2116.18,NULL,Under Review,,Claim for replacement part PRT-2023 under equipment warranty.
CLM-9525,EQ-5125,DISP-11202,PRT-2113,2024/06/25,2591.66,2591.66,Approved,N/A,Claim for replacement part PRT-2113 under equipment warranty.
CLM-9027,EQ-7254,DISP-12308,PRT-2107,2023/01/31,3460.81,NULL,Pending,,Claim for replacement part PRT-2107 under equipment warranty.
CLM-9072,EQ-7278,,PRT-2056,11-25-2022,3778.32,NULL,Under Review,,Claim for replacement part PRT-2056 under equipment warranty.
CLM-10028,EQ-7265,DISP-14039,,2022-09-12T00:00:00Z,639.94,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9766,EQ-7261,DISP-14667,PRT-2035,2022-12-07,4057.37,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2035 under equipment warranty.
CLM-9382,EQ-7167,DISP-13030,,2024-07-24T00:00:00Z,4733.97,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part N/A under equipment warranty.
CLM-9768,EQ-7139,DISP-12259,PRT-2030,05/03/2023,3936.59,3936.59,Approved,N/A,Claim for replacement part PRT-2030 under equipment warranty.
CLM-10150,EQ-5208,DISP-12957,PRT-2133,2024-08-09T00:00:00Z,2476.0,NULL,Under Review,,Claim for replacement part PRT-2133 under equipment warranty.
CLM-9410,EQ-5956,DISP-12781,PRT-2116,09/19/2022,3588.28,NULL,Under Review,,Claim for replacement part PRT-2116 under equipment warranty.
CLM-9021,EQ-5185,,PRT-2116,2024/08/04,1792.24,904.01,Approved,N/A,Claim for replacement part PRT-2116 under equipment warranty.
CLM-9630,EQ-6386,DISP-14862,PRT-2043,2021-11-04T00:00:00Z,3182.57,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2043 under equipment warranty.
CLM-9868,EQ-6058,DISP-11984,,2022/07/26,4532.15,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9970,EQ-6441,DISP-12204,,2022/03/30,3219.18,3219.18,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9741,EQ-7060,,,12/01/2022,3111.33,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part N/A under equipment warranty.
CLM-10156,EQ-6587,DISP-12060,PRT-2021,11/08/2022,4585.87,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2021 under equipment warranty.
CLM-10199,EQ-5282,DISP-14440,PRT-2147,08-17-2022,2878.4,NULL,Pending,,   Claim for replacement part PRT-2147 under equipment warranty.
CLM-9965,EQ-6628,DISP-11444,PRT-2074,2022/02/13,1762.83,NULL,Pending,,Claim for replacement part PRT-2074 under equipment warranty.
CLM-9155,EQ-6755,DISP-10418,PRT-2053,11/18/2023,1124.55,0.0,Pending,Normal wear and tear excluded,Claim for replacement part PRT-2053 under equipment warranty.
CLM-9982,EQ-5731,DISP-14372,,2022-03-19,4300.05,4300.05,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9835,EQ-6045,DISP-13039,PRT-2049,2024-08-14,3469.39,NULL,Pending,,Claim for replacement part PRT-2049 under equipment warranty.
CLM-10135,EQ-5454,DISP-14912,,05/14/2022,1287.8,NULL,Pending,,Claim for replacement part N/A under equipment warranty.  
CLM-9449,EQ-7223,DISP-12258,PRT-2037,07/28/2023,1875.78,1875.78,Approved,N/A,   Claim for replacement part PRT-2037 under equipment warranty.
CLM-9983,EQ-5695,DISP-12656,PRT-2016,2022-06-22,2135.74,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2016 under equipment warranty.
CLM-9564,EQ-5287,DISP-13469,,08/09/2023,1255.22,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9895,EQ-5464,,PRT-2011,2021-09-07T00:00:00Z,2737.64,NULL,Under Review,,Claim for replacement part PRT-2011 under equipment warranty.
CLM-9223,EQ-5184,DISP-11851,,2022/09/12,898.05,898.05,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.  
CLM-9764,EQ-5593,,PRT-2066,10/02/2022,2490.49,2490.49,APPROVED,N/A,  Claim for replacement part PRT-2066 under equipment warranty.  
CLM-9129,EQ-6722,DISP-14513,PRT-2009,10-08-2021,3350.45,3350.45,Approved,N/A,Claim for replacement part PRT-2009 under equipment warranty.
CLM-10163,EQ-7039,DISP-10105,,2021-07-13T00:00:00Z,2691.86,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part N/A under equipment warranty.
CLM-9442,EQ-5680,DISP-14530,PRT-2103,2023-10-23T00:00:00Z,4664.04,NULL,Pending,<html><body></body></html>,Claim for replacement part PRT-2103 under equipment warranty.
CLM-9723,EQ-5963,DISP-13057,PRT-2068,2024/06/22,3565.43,NULL,Pending,<html><body></body></html>,Claim for replacement part PRT-2068 under equipment warranty.
CLM-9100,EQ-5316,,PRT-2047,08-05-2021,715.48,NULL,Under Review,,Claim for replacement part PRT-2047 under equipment warranty.
CLM-9372,EQ-6816,,PRT-2001,02-10-2024,1728.65,1728.65,APPROVED,N/A,Claim for replacement part PRT-2001 under equipment warranty.
CLM-9557,EQ-6658,DISP-12230,PRT-2140,2022-08-12,2595.6,NULL,Under Review,,Claim for replacement part PRT-2140 under equipment warranty.
CLM-10063,EQ-6104,,,12/11/2023,2090.69,2090.69,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9392,EQ-6975,DISP-10220,PRT-2092,03-16-2022,4536.12,NULL,Pending,<html><body></body></html>,  Claim for replacement part PRT-2092 under equipment warranty.  
CLM-10121,EQ-6692,,PRT-2099,2022/03/25,3298.06,2302.18,Approved,N/A,Claim for replacement part PRT-2099 under equipment warranty.
CLM-9783,EQ-6382,DISP-10889,PRT-2054,12/19/2021,2462.44,2462.44,APPROVED,N/A,Claim for replacement part PRT-2054 under equipment warranty.
CLM-9306,EQ-6417,DISP-14036,,2023-03-04T00:00:00Z,423.93,423.93,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9397,EQ-6198,DISP-12787,,2021-08-21T00:00:00Z,2006.61,2006.61,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-10149,EQ-7272,DISP-14132,,12-21-2022,841.52,NULL,Pending,<strong></strong>,Claim for replacement part N/A under equipment warranty.
CLM-9452,EQ-6346,DISP-10496,PRT-2032,02-10-2024,3110.56,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2032 under equipment warranty.
CLM-9205,EQ-6415,DISP-10550,PRT-2117,2023-06-15T00:00:00Z,2883.84,2883.84,Approved,N/A,Claim for replacement part PRT-2117 under equipment warranty.
CLM-9050,EQ-6573,DISP-12658,PRT-2105,08/04/2021,1175.29,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2105 under equipment warranty.
CLM-9831,EQ-5476,DISP-11585,,2022-04-25T00:00:00Z,3304.89,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part N/A under equipment warranty.
CLM-9728,EQ-7293,DISP-11612,PRT-2053,01-12-2022,1832.01,NULL,Pending,<b></b>,Claim for replacement part PRT-2053 under equipment warranty.
CLM-9111,EQ-6797,DISP-11854,,03-12-2022,1164.27,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part N/A under equipment warranty.  
CLM-10051,EQ-5134,DISP-10293,PRT-2018,2024-08-11T00:00:00Z,834.2,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2018 under equipment warranty.
CLM-9995,EQ-7287,DISP-11104,PRT-2103,2022-02-07,1523.56,NULL,Under Review,,Claim for replacement part PRT-2103 under equipment warranty.
CLM-9978,EQ-5744,DISP-11449,PRT-2004,2023/04/14,2031.59,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2004 under equipment warranty.
CLM-9065,EQ-6811,,PRT-2094,08/12/2022,4246.55,NULL,Pending,,Claim for replacement part PRT-2094 under equipment warranty.
CLM-9622,EQ-6934,DISP-14147,,2023-11-19,4325.78,4325.78,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9497,EQ-5367,DISP-11817,PRT-2137,2024-03-05T00:00:00Z,2042.1,2042.1,APPROVED,N/A,Claim for replacement part PRT-2137 under equipment warranty.
CLM-10109,EQ-7176,DISP-10953,PRT-2093,10/30/2021,333.62,NULL,Pending,,Claim for replacement part PRT-2093 under equipment warranty.
CLM-9313,EQ-5372,DISP-12191,PRT-2112,04-01-2023,529.29,529.29,APPROVED,N/A,Claim for replacement part PRT-2112 under equipment warranty.
CLM-9924,EQ-5720,DISP-14412,PRT-2059,04/11/2022,344.96,344.96,Approved,<p>N/A</p>,Claim for replacement part PRT-2059 under equipment warranty.
CLM-9007,EQ-6689,DISP-14618,PRT-2028,2021-10-29,2660.24,NULL,Under Review,,Claim for replacement part PRT-2028 under equipment warranty.
CLM-9183,EQ-6932,DISP-10154,PRT-2131,05/10/2023,3623.02,NULL,Pending,<p></p>,Claim for replacement part PRT-2131 under equipment warranty.
CLM-10108,EQ-5530,DISP-12386,PRT-2050,2023/01/14,1769.2,NULL,Pending,,Claim for replacement part PRT-2050 under equipment warranty.
CLM-9716,EQ-6042,,PRT-2139,2021-11-24T00:00:00Z,3582.63,NULL,Pending,,Claim for replacement part PRT-2139 under equipment warranty.
CLM-10197,EQ-6442,DISP-13697,PRT-2010,2022/09/23,4288.45,NULL,Under Review,,Claim for replacement part PRT-2010 under equipment warranty.
CLM-9099,EQ-6659,DISP-14578,PRT-2143,02/01/2023,660.5,NULL,Under Review,,Claim for replacement part PRT-2143 under equipment warranty.
CLM-9166,EQ-5112,DISP-11465,NULL,03/18/2024,3127.86,3127.86,Approved,<strong>N/A</strong>,Claim for replacement part N/A under equipment warranty.
CLM-9829,EQ-6317,DISP-14142,PRT-2054,09/28/2022,4273.17,NULL,Pending,,Claim for replacement part PRT-2054 under equipment warranty.
CLM-9526,EQ-6645,DISP-11904,PRT-2110,05/16/2022,3615.9,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2110 under equipment warranty.
CLM-9079,EQ-6419,DISP-14097,,2023-02-27,2211.85,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9600,EQ-7446,DISP-11141,PRT-2012,2024-06-19T00:00:00Z,1229.84,NULL,Pending,,Claim for replacement part PRT-2012 under equipment warranty.
CLM-9506,EQ-6411,DISP-10168,PRT-2141,2022-07-12T00:00:00Z,742.5,742.5,Approved,N/A,  Claim for replacement part PRT-2141 under equipment warranty.  
CLM-9320,EQ-5229,DISP-10097,PRT-2060,2022-11-15T00:00:00Z,834.13,NULL,Pending,,Claim for replacement part PRT-2060 under equipment warranty.
CLM-9080,EQ-5827,DISP-14519,PRT-2034,06/13/2024,1777.65,1777.65,APPROVED,N/A,Claim for replacement part PRT-2034 under equipment warranty.
CLM-9445,EQ-7496,DISP-12027,PRT-2148,2022-10-03,2320.16,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2148 under equipment warranty.
CLM-10030,EQ-5712,DISP-11244,PRT-2094,08/28/2022,4398.76,4398.76,APPROVED,N/A,Claim for replacement part PRT-2094 under equipment warranty.
CLM-9824,EQ-6806,DISP-10017,,11/16/2022,3745.13,NULL,Pending,,  Claim for replacement part N/A under equipment warranty.  
CLM-9348,EQ-6652,,PRT-2010,10-06-2022,928.89,928.89,Approved,N/A,Claim for replacement part PRT-2010 under equipment warranty.
CLM-9812,EQ-6643,DISP-13949,PRT-2009,2023/06/24,804.34,0.0,Rejected,<div>Normal wear and tear excluded</div>,Claim for replacement part PRT-2009 under equipment warranty.
CLM-10177,EQ-6748,DISP-12482,NULL,2024/03/14,2758.95,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9420,EQ-5569,DISP-12752,,11/02/2021,1914.83,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-10184,EQ-6311,DISP-11152,   ,03/10/2024,4371.14,4371.14,Under Review,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9196,EQ-5886,DISP-13245,PRT-2101,2023-11-09T00:00:00Z,2313.94,NULL,Under Review,,Claim for replacement part PRT-2101 under equipment warranty.
CLM-9531,EQ-5322,DISP-11822,PRT-2144,02-24-2022,3035.01,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2144 under equipment warranty.
CLM-9234,EQ-5260,DISP-13091,PRT-2064,2023-06-10T00:00:00Z,2637.94,2637.94,APPROVED,<strong>N/A</strong>,Claim for replacement part PRT-2064 under equipment warranty.
CLM-9067,EQ-6038,,PRT-2028,07-31-2024,4199.64,4199.64,APPROVED,<p>N/A</p>,Claim for replacement part PRT-2028 under equipment warranty.
CLM-9385,EQ-5781,DISP-12893,PRT-2065,2023-05-10,2679.14,2679.14,APPROVED,N/A,Claim for replacement part PRT-2065 under equipment warranty.  
CLM-9238,EQ-6833,DISP-12983,PRT-2110,11/29/2021,561.28,561.28,APPROVED,N/A,Claim for replacement part PRT-2110 under equipment warranty.
CLM-9338,EQ-5310,DISP-13122,PRT-2008,2022-03-11,900.42,NULL,Under Review,,  Claim for replacement part PRT-2008 under equipment warranty.  
CLM-9740,EQ-6758,DISP-13585,PRT-2091,2022-06-11,4570.39,4570.39,Approved,N/A,Claim for replacement part PRT-2091 under equipment warranty.
CLM-9352,EQ-6135,DISP-13630,PRT-2041,2023-08-10T00:00:00Z,4023.21,NULL,Pending,<div></div>,Claim for replacement part PRT-2041 under equipment warranty.
CLM-9793,EQ-6658,,,06/28/2023,622.8,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9144,EQ-6439,DISP-12484,PRT-2117,03-04-2024,790.52,790.52,APPROVED,N/A,Claim for replacement part PRT-2117 under equipment warranty.
CLM-9411,EQ-7315,DISP-12420,,01/23/2024,1145.19,1145.19,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9631,EQ-5716,DISP-10117,PRT-2103,09/09/2023,863.93,NULL,Under Review,<strong></strong>,Claim for replacement part PRT-2103 under equipment warranty.
CLM-9416,EQ-5957,DISP-13300,PRT-2036,2024-02-18T00:00:00Z,1644.76,NULL,Pending,<html><body></body></html>,Claim for replacement part PRT-2036 under equipment warranty.
CLM-9364,EQ-5908,DISP-14453,PRT-2123,2023-05-29T00:00:00Z,4791.79,3134.8,APPROVED,N/A,Claim for replacement part PRT-2123 under equipment warranty.
CLM-9675,EQ-6750,DISP-13308,PRT-2100,2023/04/26,1513.49,1513.49,Approved,N/A,Claim for replacement part PRT-2100 under equipment warranty.
CLM-9647,EQ-6936,DISP-10357,PRT-2062,2023-04-24T00:00:00Z,548.74,NULL,Under Review,,Claim for replacement part PRT-2062 under equipment warranty.
CLM-9156,EQ-6569,DISP-12687,PRT-2113,09/27/2022,2119.3,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2113 under equipment warranty.  
CLM-9474,EQ-6486,DISP-13052,PRT-2127,03/07/2024,1526.96,1526.96,Approved,N/A,Claim for replacement part PRT-2127 under equipment warranty.
CLM-9307,EQ-6116,,PRT-2124,12-03-2023,2987.08,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2124 under equipment warranty.
CLM-9516,EQ-6214,DISP-11887,PRT-2140,09/24/2023,1010.06,NULL,Under Review,,Claim for replacement part PRT-2140 under equipment warranty.
CLM-9115,EQ-6438,,PRT-2009,2023-08-30T00:00:00Z,2674.47,2674.47,Approved,N/A,Claim for replacement part PRT-2009 under equipment warranty.  
CLM-9479,EQ-5866,DISP-13186,PRT-2119,09/18/2023,1191.45,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2119 under equipment warranty.
CLM-9029,EQ-5569,,PRT-2133,02-18-2023,2856.75,NULL,Pending,,Claim for replacement part PRT-2133 under equipment warranty.
CLM-9283,EQ-5184,DISP-11845,PRT-2134,09/25/2022,1227.13,1227.13,APPROVED,N/A,Claim for replacement part PRT-2134 under equipment warranty.
CLM-9643,EQ-7183,DISP-11427,,07-02-2023,3581.73,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9663,EQ-5070,DISP-14415,,12-21-2023,4055.5,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-10169,EQ-5355,DISP-14234,PRT-2019,12-09-2023,545.01,NULL,Pending,,  Claim for replacement part PRT-2019 under equipment warranty.  
CLM-9343,EQ-5628,DISP-10155,,07/19/2021,3989.83,3395.31,Approved,N/A,Claim for replacement part N/A under equipment warranty.
